#	D	ID	E	X	Y	Z	Px	Py	Pz	ID0	E0	X0	Y0	Z0	P0x	P0y	P0z
#
# D             Trajectory length [1 Mpc]
# ID/ID0/ID1    Particle type (PDG MC numbering scheme)
# E/E0/E1       Energy [1 EeV]
# X/X0/X1...    Position [1 Mpc]
# Px/P0x/P1x... Heading (unit vector of momentum)
# no index = current, 0 = at source, 1 = at point of creation
#
# CRPropa version: 3.2.1-225-gd39003b5
#
2.04883E-03	1000010010	1.18716E-02	1.00000E-04	-2.22050E-05	-1.46373E-05	7.40999E-01	5.87079E-01	3.25974E-01	1000010010	1.00000E-02	-1.00000E-05	0.00000E+00	0.00000E+00	-7.67767E-01	-1.15945E-01	-6.30151E-01
2.90356E-03	1000010010	1.16473E-02	1.00000E-04	-3.33940E-05	3.39546E-05	6.75484E-01	-4.02986E-01	6.17514E-01	1000010010	1.00000E-02	-1.00000E-05	0.00000E+00	0.00000E+00	3.73852E-01	8.43614E-01	3.85421E-01
2.99986E-03	1000010010	1.66348E-02	1.00000E-04	4.81505E-05	5.41984E-06	9.25428E-01	-2.93555E-01	-2.39602E-01	1000010010	1.00000E-02	-1.00000E-05	0.00000E+00	0.00000E+00	9.09539E-01	4.15261E-01	1.72208E-02
3.18467E-03	1000010010	1.15513E-02	1.00000E-04	2.66122E-05	-4.71910E-05	6.66316E-01	-4.74852E-01	5.74925E-01	1000010010	1.00000E-02	-1.00000E-05	0.00000E+00	0.00000E+00	5.03554E-01	-8.52946E-01	-1.37535E-01
2.97294E-03	1000010010	6.84261E-02	1.00000E-04	3.83222E-05	1.98633E-05	8.12251E-01	-5.58644E-01	1.67824E-01	1000010010	1.00000E-02	-1.00000E-05	0.00000E+00	0.00000E+00	-3.04084E-01	-7.76771E-01	-5.51507E-01
3.45276E-03	1000010010	1.52847E-02	1.00000E-04	1.26690E-05	1.85097E-05	6.45149E-01	-7.19297E-01	-2.57672E-01	1000010010	1.00000E-02	-1.00000E-05	0.00000E+00	0.00000E+00	6.97356E-01	6.57192E-01	-2.85995E-01
2.01909E-03	1000010010	1.33418E-02	1.00000E-04	4.52533E-05	5.53171E-06	7.96033E-01	-5.13329E-01	3.20663E-01	1000010010	1.00000E-02	-1.00000E-05	1.00000E-04	0.00000E+00	-7.48616E-01	-2.72512E-01	6.04411E-01
3.76258E-03	1000010010	1.12744E-02	1.00000E-04	1.77276E-05	-4.67095E-05	3.84676E-01	-9.22045E-01	-4.30882E-02	1000010010	1.00000E-02	-1.00000E-05	0.00000E+00	0.00000E+00	-3.56248E-01	9.09371E-01	-2.14785E-01
3.09092E-03	1000010010	6.18909E-02	1.00000E-04	1.10449E-05	-1.77186E-05	6.22847E-01	-3.03122E-01	-7.21234E-01	1000010010	1.00000E-02	-1.00000E-05	0.00000E+00	0.00000E+00	9.03042E-01	-1.28274E-01	-4.09952E-01
3.99059E-03	1000010010	1.88912E-02	1.00000E-04	3.68602E-05	-2.97374E-05	6.96001E-01	3.21902E-01	-6.41843E-01	1000010010	1.00000E-02	-1.00000E-05	0.00000E+00	0.00000E+00	6.88526E-01	-7.12529E-01	-1.35037E-01
