# spectral number density of the DustTorus photon field
# -----------------------------------------------
# Parameters:
# mode,Lf,eta,M:		mcbb,1.00,0.10,1.0E+08 Msun
# Ldisc,f_IR,f_cor,f_BLR:	1.2117E+45 erg/s,0.26,0.27,[0.01,0.01]
# Rin,Rout,Rdiss:		3.00E+00,5.00E+02,8.09E+04 R_S
# T_IR,R_cor,b_X,Eup:	200 K,30.00,0.90,500 keV
# -----------------------------------------------
# nu [Hz],dn/de [m-3 eV-1]
3.801893963204384155e+11,2.587251720541194000e+15
3.890451449941547852e+11,2.644661784983881500e+15
3.981071705533682861e+11,2.703276768635253500e+15
4.073802778039805908e+11,2.763118658838384500e+15
4.168693834701999512e+11,2.824209679876955500e+15
4.265795188014538574e+11,2.886572286329062500e+15
4.365158322400236816e+11,2.950229155750267000e+15
4.466835921508173218e+11,3.015203180650056000e+15
4.570881896147255859e+11,3.081517459724344500e+15
4.677351412870450439e+11,3.149195288305139500e+15
4.786300923224814453e+11,3.218260147986834000e+15
4.897788193682854004e+11,3.288735695387057000e+15
5.011872336271074829e+11,3.360645749998230500e+15
5.128613839911959229e+11,3.434014281084303500e+15
5.248074602495994873e+11,3.508865393575362000e+15
5.370317963700753174e+11,3.585223312910959000e+15
5.495408738574427490e+11,3.663112368781200500e+15
5.623413251901627197e+11,3.742556977712683500e+15
5.754399373369659424e+11,3.823581624444410000e+15
5.888436553553933105e+11,3.906210842036911000e+15
6.025595860741572266e+11,3.990469190655682500e+15
6.165950018612767334e+11,4.076381234968065500e+15
6.309573444799826660e+11,4.163971520090543500e+15
6.456542290344396973e+11,4.253264546021400000e+15
6.606934480073748779e+11,4.344284740491462500e+15
6.760829753917551270e+11,4.437056430163508500e+15
6.918309709187042236e+11,4.531603810108808000e+15
7.079457843838999023e+11,4.627950911486974000e+15
7.244359600747460938e+11,4.726121567353226000e+15
7.413102413006676025e+11,4.826139376514870000e+15
7.585775750289276123e+11,4.928027665356717000e+15
7.762471166284291992e+11,5.031809447552984000e+15
7.943282347240124512e+11,5.137507381580997000e+15
8.128305161638236084e+11,5.245143725950175000e+15
8.317637711023885498e+11,5.354740292057395000e+15
8.511380382020869141e+11,5.466318394578208000e+15
8.709635899557839355e+11,5.579898799301239000e+15
8.912509381334415283e+11,5.695501668311455000e+15
9.120108393555981445e+11,5.813146502426188000e+15
9.332543007966717529e+11,5.932852080786359000e+15
9.549925860211087646e+11,6.054636397503817000e+15
9.772372209554754639e+11,6.178516595264565000e+15
9.999999999996563721e+11,6.304508895786537000e+15
1.023292992280402100e+12,6.432628527029826000e+15
1.047128548050538696e+12,6.562889647056618000e+15
1.071519305237236694e+12,6.695305264437856000e+15
1.096478196142806152e+12,6.829887155103618000e+15
1.122018454301575195e+12,6.966645775534598000e+15
1.148153621496484863e+12,7.105590172192797000e+15
1.174897554939121826e+12,7.246727887090725000e+15
1.202264434616995117e+12,7.390064859400007000e+15
1.230268770811953369e+12,7.535605323002529000e+15
1.258925411793728516e+12,7.683351699889955000e+15
1.288249551692684326e+12,7.833304489320666000e+15
1.318256738555946533e+12,7.985462152647535000e+15
1.348962882591181641e+12,8.139820993734297000e+15
1.380384264602401123e+12,8.296375034884237000e+15
1.412537544622258545e+12,8.455115888211237000e+15
1.445439770745419434e+12,8.616032622390535000e+15
1.479108388167687012e+12,8.779111624735289000e+15
1.513561248435674805e+12,8.944336458554396000e+15
1.548816618911934814e+12,9.111687715757972000e+15
1.584893192460553467e+12,9.281142864688888000e+15
1.621810097358355957e+12,9.452676093172490000e+15
1.659586907436972412e+12,9.626258146791386000e+15
1.698243652461141602e+12,9.801856162409232000e+15
1.737800828748757812e+12,9.979433496985574000e+15
1.778279410038290039e+12,1.015894955174421800e+16
1.819700858609334961e+12,1.034035959178003800e+16
1.862087136662202881e+12,1.052361456121331600e+16
1.905460717962566406e+12,1.070866089402773000e+16
1.949844599757347656e+12,1.089544032075696000e+16
1.995262314968164795e+12,1.108388967121687600e+16
2.041737944668796875e+12,1.127394067351446200e+16
2.089296130853288818e+12,1.146551974960219200e+16
2.137962089501462891e+12,1.165854780768672800e+16
2.187761623948764404e+12,1.185294003184457200e+16
2.238721138567531738e+12,1.204860566924409800e+16
2.290867652766945312e+12,1.224544781542401400e+16
2.344228815319074219e+12,1.244336319813226800e+16
2.398832919018621582e+12,1.264224196028782000e+16
2.454708915684140137e+12,1.284196744268920600e+16
2.511886431508667969e+12,1.304241596716059000e+16
2.570395782767928711e+12,1.324345662089608800e+16
2.630267991894423828e+12,1.344495104283821000e+16
2.691534803925934082e+12,1.364675321300574800e+16
2.754228703337160645e+12,1.384870924577044600e+16
2.818382931263423340e+12,1.405065718817053400e+16
2.884031503125549805e+12,1.425242682444280400e+16
2.951209226665303711e+12,1.445383948805280400e+16
3.019951720400907227e+12,1.465470788260603600e+16
3.090295432512454590e+12,1.485483591313029400e+16
3.162277660167215332e+12,1.505401852933117200e+16
3.235936569295089844e+12,1.525204158253947600e+16
3.311311214824688965e+12,1.544868169818891600e+16
3.388441561390772949e+12,1.564370616578724200e+16
3.467368504524033203e+12,1.583687284847039200e+16
3.548133892334439941e+12,1.602793011436001200e+16
3.630780547699666016e+12,1.621661679207590200e+16
3.715352290970344727e+12,1.640266215288924000e+16
3.801893963204197266e+12,1.658578592213553200e+16
3.890451449941356445e+12,1.676569832263994600e+16
3.981071705533487305e+12,1.694210015303871800e+16
4.073802778039605469e+12,1.711468290400904000e+16
4.168693834701794922e+12,1.728312891554264400e+16
4.265795188014329102e+12,1.744711157851577800e+16
4.365158322400022949e+12,1.760629558391612600e+16
4.466835921507954102e+12,1.776033722318491400e+16
4.570881896147032227e+12,1.790888474321645400e+16
4.677351412870220703e+12,1.805157875962562000e+16
4.786300923224579102e+12,1.818805273194220400e+16
4.897788193682613281e+12,1.831793350441810000e+16
5.011872336270829102e+12,1.844084191613283200e+16
5.128613839911708008e+12,1.855639348405404400e+16
5.248074602495737305e+12,1.866419916264464000e+16
5.370317963700490234e+12,1.876386618350628000e+16
5.495408738574158203e+12,1.885499897840226800e+16
5.623413251901351562e+12,1.893720018880798800e+16
5.754399373369377930e+12,1.901007176488859600e+16
5.888436553553643555e+12,1.907321615649547600e+16
6.025595860741276367e+12,1.912623759840031200e+16
6.165950018612463867e+12,1.916874349154245600e+16
6.309573444799516602e+12,1.920034588154569600e+16
6.456542290344080078e+12,1.922066303516006000e+16
6.606934480073423828e+12,1.922932111459589600e+16
6.760829753917219727e+12,1.922595594893861200e+16
6.918309709186703125e+12,1.921021490095602800e+16
7.079457843838651367e+12,1.918175882663541600e+16
7.244359600747105469e+12,1.914026412370818000e+16
7.413102413006311523e+12,1.908542486423794400e+16
7.585775750288903320e+12,1.901695500506026400e+16
7.762471166283911133e+12,1.893459066847076000e+16
7.943282347239735352e+12,1.883809248406752000e+16
8.128305161637836914e+12,1.872724798106715600e+16
8.317637711023476562e+12,1.860187401874014800e+16
8.511380382020452148e+12,1.846181924086135600e+16
8.709635899557412109e+12,1.830696653825876800e+16
8.912509381333978516e+12,1.813723550168476400e+16
9.120108393555535156e+12,1.795258484535188600e+16
9.332543007966259766e+12,1.775301477959094600e+16
9.549925860210619141e+12,1.753856930923598000e+16
9.772372209554273438e+12,1.730933843254747400e+16
9.999999999996074219e+12,1.706546021379232200e+16
1.023292992280351758e+13,1.680712270104598200e+16
1.047128548050487305e+13,1.653456565941547200e+16
1.071519305237184180e+13,1.624808208874969200e+16
1.096478196142752344e+13,1.594801949405799800e+16
1.122018454301520117e+13,1.563478087635370400e+16
1.148153621496428516e+13,1.530882541153174200e+16
1.174897554939064258e+13,1.497066878523471800e+16
1.202264434616936133e+13,1.462088315251559800e+16
1.230268770811892969e+13,1.426009669251864000e+16
1.258925411793666797e+13,1.388899273042272600e+16
1.288249551692621094e+13,1.350830840156451000e+16
1.318256738555881641e+13,1.311883283601516000e+16
1.348962882591115234e+13,1.272140484594810200e+16
1.380384264602333398e+13,1.231691010291528800e+16
1.412537544622189258e+13,1.190627779763998000e+16
1.445439770745348633e+13,1.149047678111425800e+16
1.479108388167614258e+13,1.107051119261488600e+16
1.513561248435600391e+13,1.064741558766063600e+16
1.548816618911858789e+13,1.022224958684202600e+16
1.584893192460475586e+13,9.796092074752250000e+15
1.621810097358276367e+13,9.370034986804666000e+15
1.659586907436891016e+13,8.945176730386189000e+15
1.698243652461058398e+13,8.522615295390162000e+15
1.737800828748672656e+13,8.103441117508738000e+15
1.778279410038202734e+13,7.688729765533508000e+15
1.819700858609245703e+13,7.279534531100049000e+15
1.862087136662111719e+13,6.876879005594154000e+15
1.905460717962472656e+13,6.481749734095576000e+15
1.949844599757251953e+13,6.095089040057305000e+15
1.995262314968066797e+13,5.717788116709715000e+15
2.041737944668696484e+13,5.350680481765967000e+15
2.089296130853186328e+13,4.994535890749007000e+15
2.137962089501357812e+13,4.650054801058107000e+15
2.187761623948657031e+13,4.317863473688239000e+15
2.238721138567422266e+13,3.998509792304672000e+15
2.290867652766833203e+13,3.692459870207027500e+15
2.344228815318958984e+13,3.400095504703017500e+15
2.398832919018503906e+13,3.121712525719663000e+15
2.454708915684019531e+13,2.857520071336061500e+15
2.511886431508544531e+13,2.607640807608649000e+15
2.570395782767802734e+13,2.372112093906788000e+15
2.630267991894294922e+13,2.150888078354993250e+15
2.691534803925801953e+13,1.943842691289149250e+15
2.754228703337025391e+13,1.750773488298401500e+15
2.818382931263284766e+13,1.571406278868303500e+15
2.884031503125408203e+13,1.405400462281694250e+15
2.951209226665158984e+13,1.252354979667319500e+15
3.019951720400759375e+13,1.111814780270552375e+15
3.090295432512302734e+13,9.832776914637310000e+14
3.162277660167060156e+13,8.662015759620532500e+14
3.235936569294930859e+13,7.600116563383638750e+14
3.311311214824526172e+13,6.641078863313087500e+14
3.388441561390606641e+13,5.778722506264770000e+14
3.467368504523862891e+13,5.006758796839206875e+14
3.548133892334265625e+13,4.318858736285281250e+14
3.630780547699488281e+13,3.708717389736752500e+14
3.715352290970162500e+13,3.170113537041273750e+14
3.801893963204010938e+13,2.696963896319964375e+14
3.890451449941165625e+13,2.283371355437550625e+14
3.981071705533292188e+13,1.923666800294834375e+14
4.073802778039405469e+13,1.612444285653708125e+14
4.168693834701590625e+13,1.344589449466076562e+14
4.265795188014119531e+13,1.115301220986703438e+14
4.365158322399808594e+13,9.201070122359206250e+13
4.466835921507734375e+13,7.548717080607718750e+13
4.570881896146807031e+13,6.158008791477553906e+13
4.677351412869991406e+13,4.994387325935266406e+13
4.786300923224344531e+13,4.026613845258135938e+13
4.897788193682372656e+13,3.226660880564446094e+13
5.011872336270582812e+13,2.569570775891350391e+13
5.128613839911456250e+13,2.033286979800347656e+13
5.248074602495479688e+13,1.598464757058011523e+13
5.370317963700226562e+13,1.248267610450245898e+13
5.495408738573888281e+13,9.681552778426748047e+12
5.623413251901075781e+13,7.456686289594182617e+12
5.754399373369095312e+13,5.702161595525598633e+12
5.888436553553354688e+13,4.328660976137841309e+12
6.025595860740980469e+13,3.261474260845509277e+12
6.165950018612161719e+13,2.438624161533063965e+12
6.309573444799207031e+13,1.809125786817212646e+12
6.456542290343763281e+13,1.331392988318387695e+12
6.606934480073100000e+13,9.717983660482801514e+11
6.760829753916887500e+13,7.033886533422736816e+11
6.918309709186363281e+13,5.047528835607996826e+11
7.079457843838304688e+13,3.590372406819839478e+11
7.244359600746750000e+13,2.530978058604975891e+11
7.413102413005948438e+13,1.767804919492781067e+11
7.585775750288531250e+13,1.223162423096055756e+11
7.762471166283529688e+13,8.381897492098039246e+10
7.943282347239345312e+13,5.687368226272517395e+10
8.128305161637437500e+13,3.820245107259142303e+10
8.317637711023068750e+13,2.539684402403075409e+10
8.511380382020034375e+13,1.670599321922539520e+10
8.709635899556984375e+13,1.087080789943608475e+10
8.912509381333540625e+13,6.995822236934600830e+09
9.120108393555085938e+13,4.451342733489103317e+09
9.332543007965801562e+13,2.799651133906358242e+09
9.549925860210150000e+13,1.740043202980674267e+09
9.772372209553795312e+13,1.068413238771663785e+09
9.999999999995582812e+13,6.479159790025929213e+08
1.023292992280301562e+14,3.879471303869180083e+08
1.047128548050435938e+14,2.292831357858053148e+08
1.071519305237131562e+14,1.337167130078498721e+08
1.096478196142698438e+14,7.692694924692435563e+07
1.122018454301465000e+14,4.364280466074641049e+07
1.148153621496372188e+14,2.440883185851141810e+07
1.174897554939006562e+14,1.345355715315926075e+07
1.202264434616877031e+14,7.305253206088013016e+06
1.230268770811832656e+14,3.906521460385813378e+06
1.258925411793604844e+14,2.056587589083796833e+06
1.288249551692557969e+14,1.065486417048827047e+06
1.318256738555817031e+14,5.430381019634464756e+05
1.348962882591049062e+14,2.721626711796604213e+05
1.380384264602265625e+14,1.340827833421038522e+05
1.412537544622120000e+14,6.490677859941575298e+04
1.445439770745277500e+14,3.086043253412322520e+04
1.479108388167541562e+14,1.440545810650673775e+04
1.513561248435526250e+14,6.599016460599425045e+03
1.548816618911782812e+14,2.965295991245650839e+03
1.584893192460397812e+14,1.306468021441712153e+03
1.621810097358196875e+14,5.641207415836673817e+02
1.659586907436809688e+14,2.386074041319836283e+02
1.698243652460975000e+14,9.881561745108108141e+01
1.737800828748587188e+14,4.004824466592560839e+01
1.778279410038115312e+14,1.587592469331692868e+01
1.819700858609156250e+14,6.152739886592570429e+00
1.862087136662020312e+14,2.329931662453339936e+00
1.905460717962379375e+14,8.616456613693126432e-01
1.949844599757156250e+14,3.110179526116625404e-01
1.995262314967968750e+14,1.095136350100720524e-01
2.041737944668596250e+14,3.759464215628853523e-02
2.089296130853083750e+14,1.257482460681112746e-02
2.137962089501253125e+14,4.095749158351729390e-03
2.187761623948549688e+14,1.298228954989539500e-03
2.238721138567312188e+14,4.002032273183168021e-04
2.290867652766720625e+14,1.199056523209824932e-04
2.344228815318844062e+14,3.489316469157224175e-05
2.398832919018385938e+14,9.855708451004838874e-06
2.454708915683899062e+14,2.700103424177463061e-06
2.511886431508421250e+14,7.169836768952150921e-07
2.570395782767676562e+14,1.843989805383245792e-07
2.630267991894165938e+14,4.589917117646605767e-08
2.691534803925670000e+14,1.104885878504301433e-08
2.754228703336890312e+14,2.570145558007770994e-09
2.818382931263146875e+14,5.772704334280148871e-10
2.884031503125266875e+14,1.250914760952399506e-10
2.951209226665013750e+14,2.613004648104995346e-11
3.019951720400611250e+14,5.257091230031364919e-12
3.090295432512151250e+14,1.017803335186736378e-12
3.162277660166905000e+14,1.894552133597768960e-13
3.235936569294771875e+14,3.387473005194747404e-14
3.311311214824363750e+14,5.812523330501502764e-15
3.388441561390440625e+14,9.562174621760480064e-16
3.467368504523692500e+14,1.506695659888810944e-16
3.548133892334091250e+14,2.271617432390521812e-17
3.630780547699310000e+14,3.273703642626912925e-18
3.715352290969980000e+14,4.504860773928165298e-19
3.801893963203824375e+14,5.912809951432039178e-20
3.890451449940975000e+14,7.394329674523283922e-21
3.981071705533096875e+14,8.800487092310672777e-22
4.073802778039205625e+14,9.956733730931518610e-23
4.168693834701385625e+14,1.069589092439338789e-23
4.265795188013910000e+14,1.089638900397341998e-24
4.365158322399594375e+14,1.051422469208694052e-25
4.466835921507515625e+14,9.597362312431568344e-27
4.570881896146583125e+14,8.276461160494593719e-28
4.677351412869761875e+14,6.734117858052354768e-29
4.786300923224109375e+14,5.162638070415571316e-30
4.897788193682132500e+14,3.724050593387858539e-31
5.011872336270336875e+14,2.524040737121829960e-32
5.128613839911204375e+14,1.605031874191831486e-33
5.248074602495222500e+14,9.561640537580014908e-35
5.370317963699962500e+14,5.328224610154184365e-36
5.495408738573618125e+14,2.773055302097395305e-37
5.623413251900800000e+14,1.345765013487986966e-38
5.754399373368812500e+14,6.080052565949083594e-40
5.888436553553066250e+14,2.552989674122617164e-41
6.025595860740685000e+14,9.946121803060377836e-43
6.165950018611858750e+14,3.588918492711022411e-44
6.309573444798897500e+14,1.197300009827778675e-45
6.456542290343446250e+14,3.686195321330473465e-47
6.606934480072775000e+14,1.045388167412619632e-48
6.760829753916556250e+14,2.725647518267209316e-50
6.918309709186023750e+14,6.520851636561079858e-52
7.079457843837956250e+14,1.428602132269079784e-53
7.244359600746395000e+14,2.860224879682896026e-55
7.413102413005583750e+14,5.222275749742958167e-57
7.585775750288158750e+14,8.676763344704041618e-59
7.762471166283148750e+14,1.309000816759316212e-60
7.943282347238955000e+14,1.789080784582334721e-62
8.128305161637038750e+14,2.210185714169674089e-64
8.317637711022660000e+14,2.462147169555080796e-66
8.511380382019616250e+14,2.467399670858959822e-68
8.709635899556557500e+14,2.218884567688598615e-70
8.912509381333102500e+14,1.786093351467822937e-72
9.120108393554638750e+14,1.283591528181179896e-74
9.332543007965343750e+14,8.214018372476525246e-77
9.549925860209681250e+14,4.667849161485705106e-79
9.772372209553315000e+14,2.349141123589497936e-81
9.999999999995091250e+14,1.044006992212742994e-83
1.023292992280251375e+15,4.085469174581463435e-86
1.047128548050384500e+15,1.403581474531257848e-88
1.071519305237078875e+15,4.220592507543389271e-91
1.096478196142644625e+15,1.107392547657718752e-93
1.122018454301410000e+15,2.527219846466478561e-96
1.148153621496315750e+15,5.000189430869321749e-99
1.174897554938948750e+15,8.548457969822736917e-102
1.202264434616818000e+15,1.258546411627340391e-104
1.230268770811772250e+15,1.590078790678872236e-107
1.258925411793543000e+15,1.717863320129048633e-110
1.288249551692494750e+15,1.581232298910068313e-113
1.318256738555752250e+15,1.235433937390331584e-116
1.348962882590983000e+15,8.162103315105506154e-120
1.380384264602197750e+15,4.541995155863118850e-123
1.412537544622050500e+15,2.120396367351816326e-126
1.445439770745206750e+15,8.270591828546093898e-130
1.479108388167469000e+15,2.684029212368938139e-133
1.513561248435452000e+15,7.216200925681486225e-137
1.548816618911706750e+15,1.600283786093310402e-140
1.584893192460320000e+15,2.914099253087196466e-144
1.621810097358117250e+15,4.337476970033419654e-148
1.659586907436728250e+15,5.252374207667974754e-152
1.698243652460891750e+15,5.149586851466052295e-156
1.737800828748502000e+15,4.067722852855024432e-160
1.778279410038028250e+15,2.575768348641663277e-164
1.819700858609067000e+15,1.300774614206832087e-168
1.862087136661928750e+15,5.211327091456709763e-173
1.905460717962285750e+15,1.647417048287338835e-177
1.949844599757060500e+15,4.086684228868108803e-182
1.995262314967871000e+15,7.910400000148716216e-187
2.041737944668496250e+15,1.187889528576579697e-191
2.089296130852981250e+15,1.375738410301432629e-196
2.137962089501148000e+15,1.221377758657200899e-201
2.187761623948442250e+15,8.260938939213518211e-207
2.238721138567202250e+15,4.229824670401590633e-212
2.290867652766608000e+15,1.628969907349083412e-217
2.344228815318729000e+15,4.687271427336665783e-223
2.398832919018268500e+15,1.000909885595220743e-228
2.454708915683778500e+15,1.575144845593650394e-234
2.511886431508298000e+15,1.813882643403588015e-240
2.570395782767550500e+15,1.517405512223683458e-246
2.630267991894036500e+15,9.153031011665242684e-253
2.691534803925538000e+15,3.950851711730296874e-259
2.754228703336755000e+15,1.210859349992558511e-265
2.818382931263008000e+15,0.000000000000000000e+00
2.884031503125125500e+15,0.000000000000000000e+00
2.951209226664869000e+15,0.000000000000000000e+00
3.019951720400463000e+15,0.000000000000000000e+00
3.090295432511999500e+15,0.000000000000000000e+00
3.162277660166749500e+15,0.000000000000000000e+00
3.235936569294613500e+15,0.000000000000000000e+00
3.311311214824201000e+15,0.000000000000000000e+00
3.388441561390274000e+15,0.000000000000000000e+00
3.467368504523522500e+15,0.000000000000000000e+00
3.548133892333917500e+15,0.000000000000000000e+00
3.630780547699131500e+15,0.000000000000000000e+00
3.715352290969798000e+15,0.000000000000000000e+00
3.801893963203637500e+15,0.000000000000000000e+00
3.890451449940784000e+15,0.000000000000000000e+00
3.981071705532901500e+15,0.000000000000000000e+00
4.073802778039006000e+15,0.000000000000000000e+00
4.168693834701181000e+15,0.000000000000000000e+00
4.265795188013701000e+15,0.000000000000000000e+00
4.365158322399380000e+15,0.000000000000000000e+00
4.466835921507296000e+15,0.000000000000000000e+00
4.570881896146359000e+15,0.000000000000000000e+00
4.677351412869532000e+15,0.000000000000000000e+00
4.786300923223874000e+15,0.000000000000000000e+00
4.897788193681892000e+15,0.000000000000000000e+00
5.011872336270091000e+15,0.000000000000000000e+00
5.128613839910953000e+15,0.000000000000000000e+00
5.248074602494965000e+15,0.000000000000000000e+00
5.370317963699699000e+15,0.000000000000000000e+00
5.495408738573349000e+15,0.000000000000000000e+00
5.623413251900524000e+15,0.000000000000000000e+00
5.754399373368530000e+15,0.000000000000000000e+00
5.888436553552777000e+15,0.000000000000000000e+00
6.025595860740389000e+15,0.000000000000000000e+00
6.165950018611556000e+15,0.000000000000000000e+00
6.309573444798588000e+15,0.000000000000000000e+00
6.456542290343129000e+15,0.000000000000000000e+00
6.606934480072451000e+15,0.000000000000000000e+00
6.760829753916224000e+15,0.000000000000000000e+00
6.918309709185684000e+15,0.000000000000000000e+00
7.079457843837609000e+15,0.000000000000000000e+00
7.244359600746039000e+15,0.000000000000000000e+00
7.413102413005220000e+15,0.000000000000000000e+00
7.585775750287787000e+15,0.000000000000000000e+00
7.762471166282768000e+15,0.000000000000000000e+00
7.943282347238565000e+15,0.000000000000000000e+00
8.128305161636640000e+15,0.000000000000000000e+00
8.317637711022252000e+15,0.000000000000000000e+00
8.511380382019199000e+15,0.000000000000000000e+00
8.709635899556130000e+15,0.000000000000000000e+00
8.912509381332665000e+15,0.000000000000000000e+00
9.120108393554192000e+15,0.000000000000000000e+00
9.332543007964886000e+15,0.000000000000000000e+00
9.549925860209212000e+15,0.000000000000000000e+00
9.772372209552836000e+15,0.000000000000000000e+00
9.999999999994600000e+15,0.000000000000000000e+00
1.023292992280197000e+16,0.000000000000000000e+00
1.047128548050333200e+16,0.000000000000000000e+00
1.071519305237030800e+16,0.000000000000000000e+00
1.096478196142590800e+16,0.000000000000000000e+00
1.122018454301350400e+16,0.000000000000000000e+00
1.148153621496259400e+16,0.000000000000000000e+00
1.174897554938896000e+16,0.000000000000000000e+00
1.202264434616759000e+16,0.000000000000000000e+00
1.230268770811706800e+16,0.000000000000000000e+00
1.258925411793481400e+16,0.000000000000000000e+00
1.288249551692436800e+16,0.000000000000000000e+00
1.318256738555687600e+16,0.000000000000000000e+00
1.348962882590911200e+16,0.000000000000000000e+00
1.380384264602130000e+16,0.000000000000000000e+00
1.412537544621987000e+16,0.000000000000000000e+00
1.445439770745135800e+16,0.000000000000000000e+00
1.479108388167390400e+16,0.000000000000000000e+00
1.513561248435377600e+16,0.000000000000000000e+00
1.548816618911637000e+16,0.000000000000000000e+00
1.584893192460242200e+16,0.000000000000000000e+00
1.621810097358031000e+16,0.000000000000000000e+00
1.659586907436646600e+16,0.000000000000000000e+00
1.698243652460815200e+16,0.000000000000000000e+00
1.737800828748416800e+16,0.000000000000000000e+00
1.778279410037933600e+16,0.000000000000000000e+00
1.819700858608977600e+16,0.000000000000000000e+00
1.862087136661845200e+16,0.000000000000000000e+00
1.905460717962192400e+16,0.000000000000000000e+00
1.949844599756956800e+16,0.000000000000000000e+00
1.995262314967772800e+16,0.000000000000000000e+00
2.041737944668404400e+16,0.000000000000000000e+00
2.089296130852878800e+16,0.000000000000000000e+00
2.137962089501034400e+16,0.000000000000000000e+00
2.187761623948334800e+16,0.000000000000000000e+00
2.238721138567101600e+16,0.000000000000000000e+00
2.290867652766495600e+16,0.000000000000000000e+00
2.344228815318604400e+16,0.000000000000000000e+00
2.398832919018150400e+16,0.000000000000000000e+00
