# spectral number density of the AccretionDisc photon field
# -----------------------------------------------
# Parameters:
# mode,Lf,eta,M:		mcbb,1.00,0.10,1.0E+08 Msun
# Ldisc,f_IR,f_cor,f_BLR:	1.2117E+45 erg/s,0.26,0.27,[0.01,0.01]
# Rin,Rout,Rdiss:		3.00E+00,5.00E+02,8.09E+04 R_S
# T_IR,R_cor,b_X,Eup:	200 K,30.00,0.90,500 keV
# -----------------------------------------------
# nu [Hz],dn/de [m-3 eV-1]
3.090295432512454590e+12,8.451675121908375244e+11
3.162277660167215332e+12,8.644782483715903320e+11
3.235936569295089844e+12,8.842212150877806396e+11
3.311311214824688965e+12,9.044056616118161621e+11
3.388441561390772949e+12,9.250410147616207275e+11
3.467368504524033203e+12,9.461368812991068115e+11
3.548133892334439941e+12,9.677030503061494141e+11
3.630780547699666016e+12,9.897494955340827637e+11
3.715352290970344727e+12,1.012286377722539551e+12
3.801893963204197266e+12,1.035324046883155273e+12
3.890451449941356445e+12,1.058873044543440674e+12
3.981071705533487305e+12,1.082944105945834717e+12
4.073802778039605469e+12,1.107548162196674072e+12
4.168693834701794922e+12,1.132696342359513428e+12
4.265795188014329102e+12,1.158399975486916504e+12
4.365158322400022949e+12,1.184670592584541748e+12
4.466835921507954102e+12,1.211519928500963867e+12
4.570881896147032227e+12,1.238959923736358643e+12
4.677351412870220703e+12,1.267002726162790527e+12
4.786300923224579102e+12,1.295660692648465576e+12
4.897788193682613281e+12,1.324946390577907715e+12
5.011872336270829102e+12,1.354872599259604004e+12
5.128613839911708008e+12,1.385452311212221680e+12
5.248074602495737305e+12,1.416698733320066895e+12
5.370317963700490234e+12,1.448625287847949951e+12
5.495408738574158203e+12,1.481245613305167725e+12
5.623413251901351562e+12,1.514573565147779297e+12
5.754399373369377930e+12,1.548623216307832275e+12
5.888436553553643555e+12,1.583408857537638184e+12
6.025595860741276367e+12,1.618944997556636230e+12
6.165950018612463867e+12,1.655246362987770996e+12
6.309573444799516602e+12,1.692327898069704834e+12
6.456542290344080078e+12,1.730204764130557861e+12
6.606934480073423828e+12,1.768892338808165527e+12
6.760829753917219727e+12,1.808406215001213867e+12
6.918309709186703125e+12,1.848762199534836670e+12
7.079457843838651367e+12,1.889976311523579834e+12
7.244359600747105469e+12,1.932064780413837891e+12
7.413102413006311523e+12,1.975044043687092041e+12
7.585775750288903320e+12,2.018930744204472656e+12
7.762471166283911133e+12,2.063741727172321777e+12
7.943282347239735352e+12,2.109494036707546631e+12
8.128305161637836914e+12,2.156204911980708008e+12
8.317637711023476562e+12,2.203891782913814453e+12
8.511380382020452148e+12,2.252572265408886230e+12
8.709635899557412109e+12,2.302264156082341797e+12
8.912509381333978516e+12,2.352985426479309570e+12
9.120108393555535156e+12,2.404754216740880859e+12
9.332543007966259766e+12,2.457588828696306152e+12
9.549925860210619141e+12,2.511507718351063965e+12
9.772372209554273438e+12,2.566529487740583496e+12
9.999999999996074219e+12,2.622672876118324707e+12
1.023292992280351758e+13,2.679956750445737793e+12
1.047128548050487305e+13,2.738400095150472656e+12
1.071519305237184180e+13,2.798022001117988281e+12
1.096478196142752344e+13,2.858841653880522949e+12
1.122018454301520117e+13,2.920878320966165527e+12
1.148153621496428516e+13,2.984151338369502930e+12
1.174897554939064258e+13,3.048680096104050293e+12
1.202264434616936133e+13,3.114484022795471191e+12
1.230268770811892969e+13,3.181582569273241211e+12
1.258925411793666797e+13,3.249995191117204590e+12
1.288249551692621094e+13,3.319741330114132812e+12
1.318256738555881641e+13,3.390840394578219238e+12
1.348962882591115234e+13,3.463311738488054688e+12
1.380384264602333398e+13,3.537174639391557129e+12
1.412537544622189258e+13,3.612448275028940430e+12
1.445439770745348633e+13,3.689151698622723145e+12
1.479108388167614258e+13,3.767303812782616699e+12
1.513561248435600391e+13,3.846923341971944336e+12
1.548816618911858789e+13,3.928028803481285156e+12
1.584893192460475586e+13,4.010638476853964355e+12
1.621810097358276367e+13,4.094770371707099121e+12
1.659586907436891016e+13,4.180442193891103516e+12
1.698243652461058398e+13,4.267671309929772461e+12
1.737800828748672656e+13,4.356474709682403320e+12
1.778279410038202734e+13,4.446868967168956055e+12
1.819700858609245703e+13,4.538870199498848633e+12
1.862087136662111719e+13,4.632494023843735352e+12
1.905460717962472656e+13,4.727755512394582031e+12
1.949844599757251953e+13,4.824669145243520508e+12
1.995262314968066797e+13,4.923248761131307617e+12
2.041737944668696484e+13,5.023507506001722656e+12
2.089296130853186328e+13,5.125457779305278320e+12
2.137962089501357812e+13,5.229111177995537109e+12
2.187761623948657031e+13,5.334478438162953125e+12
2.238721138567422266e+13,5.441569374252837891e+12
2.290867652766833203e+13,5.550392815816309570e+12
2.344228815318958984e+13,5.660956541745564453e+12
2.398832919018503906e+13,5.773267211947951172e+12
2.454708915684019531e+13,5.887330296416683594e+12
2.511886431508544531e+13,6.003150001660241211e+12
2.570395782767802734e+13,6.120729194456859375e+12
2.630267991894294922e+13,6.240069322905985352e+12
2.691534803925801953e+13,6.361170334754143555e+12
2.754228703337025391e+13,6.484030592979458008e+12
2.818382931263284766e+13,6.608646788626223633e+12
2.884031503125408203e+13,6.735013850889153320e+12
2.951209226665158984e+13,6.863124854455843750e+12
3.019951720400759375e+13,6.992970924125963867e+12
3.090295432512302734e+13,7.124541136736578125e+12
3.162277660167060156e+13,7.257822420434969727e+12
3.235936569294930859e+13,7.392799451353328125e+12
3.311311214824526172e+13,7.529454547754092773e+12
3.388441561390606641e+13,7.667767561730006836e+12
3.467368504523862891e+13,7.807715768559975586e+12
3.548133892334265625e+13,7.949273753839847656e+12
3.630780547699488281e+13,8.092413298527054688e+12
3.715352290970162500e+13,8.237103262059026367e+12
3.801893963204010938e+13,8.383309463728356445e+12
3.890451449941165625e+13,8.530994562521751953e+12
3.981071705533292188e+13,8.680117935656361328e+12
4.073802778039405469e+13,8.830635556074621094e+12
4.168693834701590625e+13,8.982499869188824219e+12
4.265795188014119531e+13,9.135659669198050781e+12
4.365158322399808594e+13,9.290059975333816406e+12
4.466835921507734375e+13,9.445641908426166016e+12
4.570881896146807031e+13,9.602342568219554688e+12
4.677351412869991406e+13,9.760094911907226562e+12
4.786300923224344531e+13,9.918827634394345703e+12
4.897788193682372656e+13,1.007846505084331836e+13
5.011872336270582812e+13,1.023892698210029102e+13
5.128613839911456250e+13,1.040012864364860547e+13
5.248074602495479688e+13,1.056198053878404883e+13
5.370317963700226562e+13,1.072438835675700781e+13
5.495408738573888281e+13,1.088725287667856445e+13
5.623413251901075781e+13,1.105046987804070117e+13
5.754399373369095312e+13,1.121393005875470703e+13
5.888436553553354688e+13,1.137751896166698242e+13
6.025595860740980469e+13,1.154111691056625977e+13
6.165950018612161719e+13,1.170459895675184570e+13
6.309573444799207031e+13,1.186783483728678516e+13
6.456542290343763281e+13,1.203068894611393945e+13
6.606934480073100000e+13,1.219302031926487305e+13
6.760829753916887500e+13,1.235468263544150000e+13
6.918309709186363281e+13,1.251552423329747461e+13
7.079457843838304688e+13,1.267538814678931641e+13
7.244359600746750000e+13,1.283411216000595898e+13
7.413102413005948438e+13,1.299152888291817773e+13
7.585775750288531250e+13,1.314746584951534766e+13
7.762471166283529688e+13,1.330174563981515820e+13
7.943282347239345312e+13,1.345418602724091016e+13
8.128305161637437500e+13,1.360460015285915039e+13
8.317637711023068750e+13,1.375279672795696289e+13
8.511380382020034375e+13,1.389858026641088281e+13
8.709635899556984375e+13,1.404175134825722461e+13
8.912509381333540625e+13,1.418210691581447656e+13
9.120108393555085938e+13,1.431944060363082617e+13
9.332543007965801562e+13,1.445354310343245117e+13
9.549925860210150000e+13,1.458420256512833008e+13
9.772372209553795312e+13,1.471120503478436328e+13
9.999999999995582812e+13,1.483433493031122656e+13
1.023292992280301562e+14,1.495337555541528906e+13
1.047128548050435938e+14,1.506810965213865625e+13
1.071519305237131562e+14,1.517831999206187891e+13
1.096478196142698438e+14,1.528379000595997852e+13
1.122018454301465000e+14,1.538430445138846094e+13
1.148153621496372188e+14,1.547965011733082812e+13
1.174897554939006562e+14,1.556961656466269922e+13
1.202264434616877031e+14,1.565399690078035938e+13
1.230268770811832656e+14,1.573258858630544141e+13
1.258925411793604844e+14,1.580519427131278906e+13
1.288249551692557969e+14,1.587162265803982617e+13
1.318256738555817031e+14,1.593168938652426758e+13
1.348962882591049062e+14,1.598521793908840625e+13
1.380384264602265625e+14,1.603204055904703125e+13
1.412537544622120000e+14,1.607199917846784570e+13
1.445439770745277500e+14,1.610494634926574609e+13
1.479108388167541562e+14,1.613074617137302930e+13
1.513561248435526250e+14,1.614927521120546289e+13
1.548816618911782812e+14,1.616042340314894141e+13
1.584893192460397812e+14,1.616409492633420508e+13
1.621810097358196875e+14,1.616020904855884375e+13
1.659586907436809688e+14,1.614870092886847656e+13
1.698243652460975000e+14,1.612952237003590820e+13
1.737800828748587188e+14,1.610264251198980469e+13
1.778279410038115312e+14,1.606804845715562695e+13
1.819700858609156250e+14,1.602574581869562500e+13
1.862087136662020312e+14,1.597575918277852539e+13
1.905460717962379375e+14,1.591813247628969141e+13
1.949844599757156250e+14,1.585292923181178906e+13
1.995262314967968750e+14,1.578023274227654492e+13
2.041737944668596250e+14,1.570014609841132812e+13
2.089296130853083750e+14,1.561279210298363477e+13
2.137962089501253125e+14,1.551831305688118945e+13
2.187761623948549688e+14,1.541687041324990625e+13
2.238721138567312188e+14,1.530864429723860156e+13
2.290867652766720625e+14,1.519383289035637305e+13
2.344228815318844062e+14,1.507265168001901953e+13
2.398832919018385938e+14,1.494533257652477930e+13
2.454708915683899062e+14,1.481212290143273242e+13
2.511886431508421250e+14,1.467328425309196484e+13
2.570395782767676562e+14,1.452909125685387891e+13
2.630267991894165938e+14,1.437983020926063086e+13
2.691534803925670000e+14,1.422579762720356445e+13
2.754228703336890312e+14,1.406729871464883984e+13
2.818382931263146875e+14,1.390464576099620117e+13
2.884031503125266875e+14,1.373815648643389453e+13
2.951209226665013750e+14,1.356815235074308984e+13
3.019951720400611250e+14,1.339495684285638281e+13
3.090295432512151250e+14,1.321889376905955469e+13
3.162277660166905000e+14,1.304028555802009766e+13
3.235936569294771875e+14,1.285945160081314844e+13
3.311311214824363750e+14,1.267670664378593359e+13
3.388441561390440625e+14,1.249235925145224609e+13
3.467368504523692500e+14,1.230671035564473633e+13
3.548133892334091250e+14,1.212005190588826562e+13
3.630780547699310000e+14,1.193266563441427344e+13
3.715352290969980000e+14,1.174482194744229102e+13
3.801893963203824375e+14,1.155677895234905078e+13
3.890451449940975000e+14,1.136878162816785156e+13
3.981071705533096875e+14,1.118106114456179883e+13
4.073802778039205625e+14,1.099383433204359180e+13
4.168693834701385625e+14,1.080730330382683008e+13
4.265795188013910000e+14,1.062165522734301562e+13
4.365158322399594375e+14,1.043706224119929492e+13
4.466835921507515625e+14,1.025368151123338477e+13
4.570881896146583125e+14,1.007165541739338867e+13
4.677351412869761875e+14,9.891111861469193359e+12
4.786300923224109375e+14,9.712164684266003906e+12
4.897788193682132500e+14,9.534914179662279297e+12
5.011872336270336875e+14,9.359447692154150391e+12
5.128613839911204375e+14,9.185840283962242188e+12
5.248074602495222500e+14,9.014155457565267578e+12
5.370317963699962500e+14,8.844445919617486328e+12
5.495408738573618125e+14,8.676754372585995117e+12
5.623413251900800000e+14,8.511114321083234375e+12
5.754399373368812500e+14,8.347550880738170898e+12
5.888436553553066250e+14,8.186081578509401367e+12
6.025595860740685000e+14,8.026717134554060547e+12
6.165950018611858750e+14,7.869462217085767578e+12
6.309573444798897500e+14,7.714316163039630859e+12
6.456542290343446250e+14,7.561273658770941406e+12
6.606934480072775000e+14,7.410325376406885742e+12
6.760829753916556250e+14,7.261458562811775391e+12
6.918309709186023750e+14,7.114657579385459961e+12
7.079457843837956250e+14,6.969904392064789062e+12
7.244359600746395000e+14,6.827179011921634766e+12
7.413102413005583750e+14,6.686459887631934570e+12
7.585775750288158750e+14,6.547724251824004883e+12
7.762471166283148750e+14,6.410948423895839844e+12
7.943282347238955000e+14,6.276108072326941406e+12
8.128305161637038750e+14,6.143178439805715820e+12
8.317637711022660000e+14,6.012134534661429688e+12
8.511380382019616250e+14,5.882951292144738281e+12
8.709635899556557500e+14,5.755603709057560547e+12
8.912509381333102500e+14,5.630066955110554688e+12
9.120108393554638750e+14,5.506316464200136719e+12
9.332543007965343750e+14,5.384328008565222656e+12
9.549925860209681250e+14,5.264077758520465820e+12
9.772372209553315000e+14,5.145542330183166016e+12
9.999999999995091250e+14,5.028698823326213867e+12
1.023292992280251375e+15,4.913524851209352539e+12
1.047128548050384500e+15,4.799998563974384766e+12
1.071519305237078875e+15,4.688098666940790039e+12
1.096478196142644625e+15,4.577804434912142578e+12
1.122018454301410000e+15,4.469095723401330078e+12
1.148153621496315750e+15,4.361952977505743652e+12
1.174897554938948750e+15,4.256357239010940430e+12
1.202264434616818000e+15,4.152290152172231934e+12
1.230268770811772250e+15,4.049733968515959961e+12
1.258925411793543000e+15,3.948671550913447754e+12
1.288249551692494750e+15,3.849086377108810547e+12
1.318256738555752250e+15,3.750962542824079590e+12
1.348962882590983000e+15,3.654284764519094238e+12
1.380384264602197750e+15,3.559038381847617676e+12
1.412537544622050500e+15,3.465209359822502930e+12
1.445439770745206750e+15,3.372784290680462402e+12
1.479108388167469000e+15,3.281750395419197266e+12
1.513561248435452000e+15,3.192095524965380859e+12
1.548816618911706750e+15,3.103808160920373535e+12
1.584893192460320000e+15,3.016877415820613770e+12
1.621810097358117250e+15,2.931293032841101074e+12
1.659586907436728250e+15,2.847045384862741699e+12
1.698243652460891750e+15,2.764125472817170898e+12
1.737800828748502000e+15,2.682524923216098633e+12
1.778279410038028250e+15,2.602235984765701172e+12
1.819700858609067000e+15,2.523251523960504883e+12
1.862087136661928750e+15,2.445565019545198730e+12
1.905460717962285750e+15,2.369170555727068359e+12
1.949844599757060500e+15,2.294062814016329590e+12
1.995262314967871000e+15,2.220237063566467773e+12
2.041737944668496250e+15,2.147689149882036377e+12
2.089296130852981250e+15,2.076415481757335938e+12
2.137962089501148000e+15,2.006413016305844238e+12
2.187761623948442250e+15,1.937679241937845947e+12
2.238721138567202250e+15,1.870212159141977051e+12
2.290867652766608000e+15,1.804010258926143066e+12
2.344228815318729000e+15,1.739072498774128906e+12
2.398832919018268500e+15,1.675398275976854492e+12
2.454708915683778500e+15,1.612987398201514893e+12
2.511886431508298000e+15,1.551840051168274414e+12
2.570395782767550500e+15,1.491956763312761963e+12
2.630267991894036500e+15,1.433338367323788330e+12
2.691534803925538000e+15,1.375985958459548096e+12
2.754228703336755000e+15,1.319900849562429199e+12
2.818382931263008000e+15,1.265084522712568115e+12
2.884031503125125500e+15,1.211538577483761963e+12
2.951209226664869000e+15,1.159264675792318604e+12
3.019951720400463000e+15,1.108264483360217285e+12
3.090295432511999500e+15,1.058539607848513672e+12
3.162277660166749500e+15,1.010091533755371460e+12
3.235936569294613500e+15,9.629215542154283447e+11
3.311311214824201000e+15,9.170306998833026123e+11
3.388441561390274000e+15,8.724196651337239990e+11
3.467368504523522500e+15,8.290887318637263184e+11
3.548133892333917500e+15,7.870376912383139648e+11
3.630780547699131500e+15,7.462657637792435303e+11
3.715352290969798000e+15,7.067715182567088623e+11
3.801893963203637500e+15,6.685527899047276611e+11
3.890451449940784000e+15,6.316065985421907959e+11
3.981071705532901500e+15,5.959290672416966553e+11
4.073802778039006000e+15,5.615153422462348633e+11
4.168693834701181000e+15,5.283595148883265381e+11
4.265795188013701000e+15,4.964545463157730103e+11
4.365158322399380000e+15,4.657921958713068848e+11
4.466835921507296000e+15,4.363629540085562744e+11
4.570881896146359000e+15,4.081559806521806641e+11
4.677351412869532000e+15,3.811590499242310791e+11
4.786300923223874000e+15,3.553585021601235352e+11
4.897788193681892000e+15,3.307392041246442261e+11
5.011872336270091000e+15,3.072845183097980347e+11
5.128613839910953000e+15,2.849762821509400635e+11
5.248074602494965000e+15,2.637947979346815186e+11
5.370317963699699000e+15,2.437188340909839478e+11
5.495408738573349000e+15,2.247256384625270996e+11
5.623413251900524000e+15,2.067909640271439819e+11
5.754399373368530000e+15,1.898891074146112671e+11
5.888436553552777000e+15,1.739929604086653748e+11
6.025595860740389000e+15,1.590740744605074463e+11
6.165950018611556000e+15,1.451027380636331482e+11
6.309573444798588000e+15,1.320480666543670197e+11
6.456542290343129000e+15,1.198781045112599030e+11
6.606934480072451000e+15,1.085599379332788544e+11
6.760829753916224000e+15,9.805981878550228882e+10
6.918309709185684000e+15,8.834329731613449097e+10
7.079457843837609000e+15,7.937536297455122375e+10
7.244359600746039000e+15,7.112059180122148132e+10
7.413102413005220000e+15,6.354329882109394836e+10
7.585775750287787000e+15,5.660769375647604370e+10
7.762471166282768000e+15,5.027803828727587891e+10
7.943282347238565000e+15,4.451880302886852264e+10
8.128305161636640000e+15,3.929482237329104614e+10
8.317637711022252000e+15,3.457144534966571045e+10
8.511380382019199000e+15,3.031468070554060745e+10
8.709635899556130000e+15,2.649133449211834335e+10
8.912509381332665000e+15,2.306913855203778076e+10
9.120108393554192000e+15,2.001686845643130493e+10
9.332543007964886000e+15,1.730444961540062714e+10
9.549925860209212000e+15,1.490305048895626259e+10
9.772372209552836000e+15,1.278516204919899559e+10
9.999999999994600000e+15,1.092466288378007317e+10
1.023292992280197000e+16,9.296869579669097900e+09
1.047128548050333200e+16,7.878572278885741234e+09
1.071519305237030800e+16,6.648055547907369614e+09
1.096478196142590800e+16,5.585104943793698311e+09
1.122018454301350400e+16,4.670999886878880501e+09
1.148153621496259400e+16,3.888493656765071869e+09
1.174897554938896000e+16,3.221781510624158382e+09
1.202264434616759000e+16,2.656458076580091953e+09
1.230268770811706800e+16,2.179465297223559856e+09
1.258925411793481400e+16,1.779032287144071102e+09
1.288249551692436800e+16,1.444608522852290630e+09
1.318256738555687600e+16,1.166791803777238846e+09
1.348962882590911200e+16,9.372524103520811796e+08
1.380384264602130000e+16,7.486548416986371279e+08
1.412537544621987000e+16,5.945784440855016708e+08
1.445439770745135800e+16,4.694381458752989173e+08
1.479108388167390400e+16,3.684063993416869044e+08
1.513561248435377600e+16,2.873372991413141489e+08
